Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","854","Burkina Faso","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","42","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","854","Burkina Faso","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","198","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","854","Burkina Faso","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","854","Burkina Faso","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","108","Burundi","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","7","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","108","Burundi","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","7","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","108","Burundi","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","108","Burundi","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","108","Burundi","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","132","Cabo Verde","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","132","Cabo Verde","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","132","Cabo Verde","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","13","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","132","Cabo Verde","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","14","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","116","Cambodge","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","28","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","116","Cambodge","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","27","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","116","Cambodge","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","15","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","116","Cambodge","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","19","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","116","Cambodge","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","116","Cambodge","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","120","Cameroun","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","80","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","120","Cameroun","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","85","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","120","Cameroun","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","120","Cameroun","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","124","Canada","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","1474","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","124","Canada","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","1473","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","124","Canada","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","177","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","124","Canada","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","195","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","124","Canada","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","146","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","124","Canada","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","155","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","152","Chili","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","762","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","152","Chili","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","767","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","152","Chili","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","160","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","152","Chili","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","128","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","152","Chili","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","157","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","152","Chili","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","175","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","159","Chine","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","20728","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","159","Chine","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","22059","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","159","Chine","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","1567","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","159","Chine","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","2391","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","159","Chine","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","1209","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","159","Chine","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","619","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","344","Chine - RAS de Hong-Kong","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","25","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","344","Chine - RAS de Hong-Kong","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","20","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","344","Chine - RAS de Hong-Kong","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","821","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","344","Chine - RAS de Hong-Kong","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","553","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","344","Chine - RAS de Hong-Kong","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","607","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","344","Chine - RAS de Hong-Kong","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","90","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","446","Chine - RAS de Macao","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","4","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","446","Chine - RAS de Macao","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","3","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","446","Chine - RAS de Macao","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","26","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","446","Chine - RAS de Macao","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","29","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","446","Chine - RAS de Macao","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","156","Chine, continentale","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","20045","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","156","Chine, continentale","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","21278","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","156","Chine, continentale","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","504","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","156","Chine, continentale","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","1554","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","156","Chine, continentale","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","594","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","156","Chine, continentale","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","525","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","158","Chine, Taiwan Province de","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","654","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","158","Chine, Taiwan Province de","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","758","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","158","Chine, Taiwan Province de","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","217","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","158","Chine, Taiwan Province de","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","255","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","158","Chine, Taiwan Province de","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","8","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","158","Chine, Taiwan Province de","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","4","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","196","Chypre","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","26","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","196","Chypre","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","27","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","196","Chypre","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","14","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","196","Chypre","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","13","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","196","Chypre","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","196","Chypre","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","170","Colombie","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","1630","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","170","Colombie","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","1620","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","170","Colombie","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","90","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","170","Colombie","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","98","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","170","Colombie","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","170","Colombie","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","174","Comores","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","174","Comores","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","174","Comores","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","15","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","174","Comores","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","25","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","178","Congo","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","7","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","178","Congo","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","7","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","178","Congo","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","113","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","178","Congo","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","123","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","178","Congo","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","178","Congo","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","188","Costa Rica","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","136","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","188","Costa Rica","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","138","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","188","Costa Rica","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","15","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","188","Costa Rica","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","18","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","188","Costa Rica","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","3","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","188","Costa Rica","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","3","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","384","Côte d'Ivoire","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","51","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","384","Côte d'Ivoire","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","73","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","384","Côte d'Ivoire","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","384","Côte d'Ivoire","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","6","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","384","Côte d'Ivoire","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","191","Croatie","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","64","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","191","Croatie","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","70","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","191","Croatie","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","26","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","191","Croatie","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","25","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","191","Croatie","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","18","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","191","Croatie","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","16","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","192","Cuba","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","25","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","192","Cuba","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","16","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","192","Cuba","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","284","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","192","Cuba","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","415","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","192","Cuba","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","208","Danemark","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","156","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","208","Danemark","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","166","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","208","Danemark","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","141","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","208","Danemark","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","119","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","208","Danemark","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","142","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","208","Danemark","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","139","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","262","Djibouti","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","3","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","262","Djibouti","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","4","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","212","Dominique","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","212","Dominique","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","212","Dominique","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","4","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","212","Dominique","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","4","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","818","Égypte","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","1451","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","818","Égypte","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","1456","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","818","Égypte","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","46","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","818","Égypte","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","20","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","818","Égypte","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","818","Égypte","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","3","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","222","El Salvador","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","144","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","222","El Salvador","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","152","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","222","El Salvador","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","20","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","222","El Salvador","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","20","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","222","El Salvador","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","222","El Salvador","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","3","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","784","Émirats arabes unis","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","47","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","784","Émirats arabes unis","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","51","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","784","Émirats arabes unis","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","609","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","784","Émirats arabes unis","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","493","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","784","Émirats arabes unis","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","58","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","784","Émirats arabes unis","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","86","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","218","Équateur","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","331","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","218","Équateur","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","333","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","218","Équateur","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","218","Équateur","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","218","Équateur","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","724","Espagne","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","1622","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","724","Espagne","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","1632","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","724","Espagne","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","189","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","724","Espagne","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","179","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","724","Espagne","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","242","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","724","Espagne","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","227","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","233","Estonie","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","19","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","233","Estonie","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","22","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","233","Estonie","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","30","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","233","Estonie","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","23","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","233","Estonie","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","12","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","233","Estonie","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","13","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","6","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","6","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","22298","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","23150","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","128","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","5611","Importations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","135","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","3776","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","5911","Exportations - Quantité","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","3878","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","74","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","5511","Production","F2734","Viande de Volailles","2020","2020","Milliers de tonnes","68","I","Valeur imputée"
